,date,vehicle_type,measure,transport_type,frequency,medium,unit,fuel,economy,scope,comment,dataset,drive,value
193,2014,2w,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
194,2015,2w,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
195,2016,2w,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
196,2017,2w,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
197,2018,2w,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
198,2019,2w,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
199,2020,2w,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
200,2021,2w,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
201,1991,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
202,1993,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
203,1995,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
204,1996,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
205,1997,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
206,1998,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
207,1999,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
208,2001,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
209,2002,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
210,2003,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
211,2004,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
212,2005,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
213,2006,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
214,2007,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
215,2008,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
216,2009,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
217,2010,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
218,2011,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
219,2012,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
220,2013,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
221,2014,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
222,2015,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
223,2016,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
224,2017,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
225,2018,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
226,2019,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
227,2020,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
228,2021,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
229,1991,others,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
230,1993,others,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
231,1995,others,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
232,1996,others,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
233,1997,others,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
234,1998,others,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
235,1999,others,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
236,2001,others,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
237,2002,others,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
238,2003,others,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
239,2004,others,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
240,2005,others,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
241,2006,others,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
242,2007,others,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
243,2008,others,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
244,2009,others,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
245,2010,others,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
246,2011,others,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
247,2012,others,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
248,2013,others,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
249,2014,others,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
250,2015,others,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
251,2016,others,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
252,2017,others,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
253,2018,others,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
254,2019,others,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
255,1991,all,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
256,1993,all,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
257,1995,all,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
258,1996,all,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
259,1997,all,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
260,1998,all,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
261,1999,all,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
262,2001,all,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
263,2002,all,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
264,2003,all,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
265,2004,all,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
266,2005,all,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
267,2006,all,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
268,2007,all,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
269,2008,all,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
270,2009,all,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
271,2010,all,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
272,2011,all,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
273,2012,all,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
274,2013,all,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
275,2014,all,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
276,2015,all,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
277,2016,all,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
278,2017,all,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
279,2018,all,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
280,2019,all,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
281,2020,all,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
282,2021,all,stocks,combined,yearly,road,stocks,all,01_AUS,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
283,2017,all,stocks,freight,yearly,air,stocks,all,01_AUS,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
284,2017,all,stocks,passenger,yearly,air,stocks,all,01_AUS,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
285,2017,all,stocks,freight,yearly,rail,stocks,all,01_AUS,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
286,2017,all,stocks,passenger,yearly,rail,stocks,all,01_AUS,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
287,2017,all,stocks,freight,yearly,ship,stocks,all,01_AUS,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
288,2017,all,stocks,passenger,yearly,ship,stocks,all,01_AUS,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
289,2017,lcv,stocks,freight,yearly,road,stocks,all,01_AUS,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
290,2017,2w,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
291,2017,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
292,2016,2w,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,aus_census $ iea_ev_explorer_no_data,ice,828965.0
293,2016,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,aus_census $ iea_ev_explorer_no_data,ice,96582.0
294,2016,car,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,aus_census $ iea_ev_explorer_no_data,ice,25557947.95
295,2016,ht,stocks,freight,yearly,road,stocks,all,01_AUS,national,no_comment,aus_census $ iea_ev_explorer_no_data,ice,261667.0
296,2016,lcv,stocks,freight,yearly,road,stocks,all,01_AUS,national,no_comment,aus_census $ iea_ev_explorer_no_data,ice,3131018.0
297,2016,lt,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,aus_census $ iea_ev_explorer_no_data,ice,60900.0
298,2016,mt,stocks,freight,yearly,road,stocks,all,01_AUS,national,no_comment,aus_census $ iea_ev_explorer_no_data,ice,169330.0
299,2016,other,stocks,freight,yearly,road,stocks,all,01_AUS,national,no_comment,aus_census $ iea_ev_explorer_no_data,ice,23567.0
300,2016,suv,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,aus_census $ iea_ev_explorer_no_data,ice,2072266.05
301,2020,2w,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,aus_census $ iea_ev_explorer_no_data,ice,880881.0
302,2020,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,aus_census $ iea_ev_explorer_no_data,ice,100473.0
303,2020,car,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,aus_census $ iea_ev_explorer_no_data,ice,27156610.65
304,2020,ht,stocks,freight,yearly,road,stocks,all,01_AUS,national,no_comment,aus_census $ iea_ev_explorer_no_data,ice,287915.0
305,2020,lcv,stocks,freight,yearly,road,stocks,all,01_AUS,national,no_comment,aus_census $ iea_ev_explorer_no_data,ice,3583696.0
306,2020,lt,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,aus_census $ iea_ev_explorer_no_data,ice,72220.0
307,2020,mt,stocks,freight,yearly,road,stocks,all,01_AUS,national,no_comment,aus_census $ iea_ev_explorer_no_data,ice,176056.0
308,2020,other,stocks,freight,yearly,road,stocks,all,01_AUS,national,no_comment,aus_census $ iea_ev_explorer_no_data,ice,24841.0
309,2020,suv,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,aus_census $ iea_ev_explorer_no_data,ice,2201887.35
310,2021,2w,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,aus_census $ iea_ev_explorer_no_data,ice,913803.0
311,2021,bus,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,aus_census $ iea_ev_explorer_no_data,ice,97060.0
312,2021,car,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,aus_census $ iea_ev_explorer_no_data,ice,27473748.75
313,2021,ht,stocks,freight,yearly,road,stocks,all,01_AUS,national,no_comment,aus_census $ iea_ev_explorer_no_data,ice,296623.0
314,2021,lcv,stocks,freight,yearly,road,stocks,all,01_AUS,national,no_comment,aus_census $ iea_ev_explorer_no_data,ice,3706786.0
315,2021,lt,stocks,passenger,yearly,road,stocks,all,01_AUS,national,no_comment,aus_census $ iea_ev_explorer_no_data,ice,74324.0
