,date,economy,measure,vehicle_type,unit,medium,transport_type,drive,fuel,frequency,scope,potential_datapoints,num_datapoints,sum_of_values,dataset,value,dataset_selection_method,comment
0,2010,05_PRC,new_vehicle_efficiency,2w,km_per_pj,road,passenger,bev,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,54043839758.12543,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,2078609221.46636,manual,usa_data
1,2011,05_PRC,new_vehicle_efficiency,2w,km_per_pj,road,passenger,bev,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,54043839758.12543,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,2078609221.46636,manual,usa_data
2,2012,05_PRC,new_vehicle_efficiency,2w,km_per_pj,road,passenger,bev,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,54043839758.12543,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,2078609221.46636,manual,usa_data
3,2013,05_PRC,new_vehicle_efficiency,2w,km_per_pj,road,passenger,bev,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,54043839758.12543,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,2078609221.46636,manual,usa_data
4,2014,05_PRC,new_vehicle_efficiency,2w,km_per_pj,road,passenger,bev,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,54043839758.12543,usa_alternative_fuels_data_center,2078609221.4663649,manual,no_comment
5,2015,05_PRC,new_vehicle_efficiency,2w,km_per_pj,road,passenger,bev,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,54043839758.12543,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,2078609221.46636,manual,usa_data
6,2016,05_PRC,new_vehicle_efficiency,2w,km_per_pj,road,passenger,bev,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,54043839758.12543,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,2078609221.46636,manual,usa_data
7,2017,05_PRC,travel_km,2w,km,road,passenger,bev,all,yearly,national,['estimated $ calculate_energy_and_activity()'],1,785395185000.0,estimated $ calculate_energy_and_activity(),392697592500.0,single_datapoint,no_comment
8,2017,05_PRC,new_vehicle_efficiency,2w,km_per_pj,road,passenger,bev,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,54043839758.12543,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,2078609221.46636,manual,usa_data
9,2017,05_PRC,activity,2w,passenger_km_or_freight_tonne_km,road,passenger,bev,all,yearly,national,"['8th_-_new_vtypes_and_drives $ reference', 'estimated $ calculate_energy_and_activity()']",2,971688984650.5,8th_-_new_vtypes_and_drives $ reference,117728800000.0,manual,no_comment
10,2017,05_PRC,energy,2w,pj,road,passenger,bev,all,yearly,national,"['8th_-_new_vtypes_and_drives $ reference', 'estimated $ calculate_energy_and_activity()']",2,438.0568930465182,estimated $ calculate_energy_and_activity(),188.9232417736363,manual,no_comment
11,2018,05_PRC,new_vehicle_efficiency,2w,km_per_pj,road,passenger,bev,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,54043839758.12543,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,2078609221.46636,manual,usa_data
12,2019,05_PRC,new_vehicle_efficiency,2w,km_per_pj,road,passenger,bev,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,54043839758.12543,usa_alternative_fuels_data_center,2078609221.4663649,manual,no_comment
13,2020,05_PRC,travel_km,2w,km,road,passenger,bev,all,yearly,national,['estimated $ calculate_energy_and_activity()'],1,785395185000.0,estimated $ calculate_energy_and_activity(),392697592500.0,single_datapoint,no_comment
14,2020,05_PRC,energy,2w,pj,road,passenger,bev,all,yearly,national,['estimated $ calculate_energy_and_activity()'],1,438.0568930465182,estimated $ calculate_energy_and_activity(),188.9232417736363,manual,no_comment
15,2020,05_PRC,activity,2w,passenger_km_or_freight_tonne_km,road,passenger,bev,all,yearly,national,['estimated $ calculate_energy_and_activity()'],1,971688984650.5,estimated $ calculate_energy_and_activity(),431967351750.00006,manual,no_comment
16,2020,05_PRC,new_vehicle_efficiency,2w,km_per_pj,road,passenger,bev,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,54043839758.12543,usa_alternative_fuels_data_center,2078609221.4663649,manual,no_comment
17,2021,05_PRC,new_vehicle_efficiency,2w,km_per_pj,road,passenger,bev,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,54043839758.12543,usa_alternative_fuels_data_center,2078609221.4663649,manual,no_comment
18,2022,05_PRC,new_vehicle_efficiency,2w,km_per_pj,road,passenger,bev,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,54043839758.12543,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,2078609221.46636,manual,usa_data
19,2010,05_PRC,new_vehicle_efficiency,2w,km_per_pj,road,passenger,ice_d,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,17447567314.9719,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,671060281.345073,manual,usa_data
20,2011,05_PRC,new_vehicle_efficiency,2w,km_per_pj,road,passenger,ice_d,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,17447567314.9719,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,671060281.345073,manual,usa_data
21,2012,05_PRC,new_vehicle_efficiency,2w,km_per_pj,road,passenger,ice_d,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,17447567314.9719,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,671060281.345073,manual,usa_data
22,2013,05_PRC,new_vehicle_efficiency,2w,km_per_pj,road,passenger,ice_d,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,17447567314.9719,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,671060281.345073,manual,usa_data
