,date,economy,measure,vehicle_type,unit,medium,transport_type,drive,fuel,frequency,scope,potential_datapoints,num_datapoints,sum_of_values,dataset,value,dataset_selection_method,comment
0,2010,12_NZ,occupancy_or_load,2w,passengers_or_tonnes,road,passenger,bev,all,yearly,national,['manually_inputted_data $ guess'],1,15.596000000000002,manually_inputted_data $ guess,1.1,manual,no_comment
1,2010,12_NZ,mileage,2w,km_per_stock,road,passenger,bev,all,yearly,national,['manually_inputted_data $ guess'],1,97500.0,manually_inputted_data $ guess,7500.0,single_datapoint,no_comment
2,2010,12_NZ,stocks,2w,stocks,road,passenger,bev,all,yearly,national,['ato  country_official_statistics $ iea_ev_explorer_no_data'],1,244.0,ato  country_official_statistics $ iea_ev_explorer_no_data,0.0,manual,no_comment
3,2010,12_NZ,average_age,2w,age,road,passenger,bev,all,yearly,national,['manually_inputted_data $ guess'],1,130.0,manually_inputted_data $ guess,10.0,single_datapoint,no_comment
4,2010,12_NZ,efficiency,2w,km_per_pj,road,passenger,bev,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,54043839758.12543,usa_alternative_fuels_data_center,2078609221.4663649,manual,no_comment
5,2011,12_NZ,occupancy_or_load,2w,passengers_or_tonnes,road,passenger,bev,all,yearly,national,['manually_inputted_data $ guess'],1,15.596000000000002,manually_inputted_data $ guess,1.1,manual,no_comment
6,2011,12_NZ,mileage,2w,km_per_stock,road,passenger,bev,all,yearly,national,['manually_inputted_data $ guess'],1,97500.0,manually_inputted_data $ guess,7500.0,single_datapoint,no_comment
7,2011,12_NZ,stocks,2w,stocks,road,passenger,bev,all,yearly,national,['ato  country_official_statistics $ iea_ev_explorer_no_data'],1,244.0,ato  country_official_statistics $ iea_ev_explorer_no_data,0.0,manual,no_comment
8,2011,12_NZ,average_age,2w,age,road,passenger,bev,all,yearly,national,['manually_inputted_data $ guess'],1,130.0,manually_inputted_data $ guess,10.0,single_datapoint,no_comment
9,2011,12_NZ,efficiency,2w,km_per_pj,road,passenger,bev,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,54043839758.12543,usa_alternative_fuels_data_center,2078609221.4663649,manual,no_comment
10,2012,12_NZ,occupancy_or_load,2w,passengers_or_tonnes,road,passenger,bev,all,yearly,national,['manually_inputted_data $ guess'],1,15.596000000000002,manually_inputted_data $ guess,1.1,manual,no_comment
11,2012,12_NZ,mileage,2w,km_per_stock,road,passenger,bev,all,yearly,national,['manually_inputted_data $ guess'],1,97500.0,manually_inputted_data $ guess,7500.0,single_datapoint,no_comment
12,2012,12_NZ,stocks,2w,stocks,road,passenger,bev,all,yearly,national,['ato  country_official_statistics $ iea_ev_explorer_no_data'],1,244.0,ato  country_official_statistics $ iea_ev_explorer_no_data,0.0,manual,no_comment
13,2012,12_NZ,average_age,2w,age,road,passenger,bev,all,yearly,national,['manually_inputted_data $ guess'],1,130.0,manually_inputted_data $ guess,10.0,single_datapoint,no_comment
14,2012,12_NZ,efficiency,2w,km_per_pj,road,passenger,bev,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,54043839758.12543,usa_alternative_fuels_data_center,2078609221.4663649,manual,no_comment
15,2013,12_NZ,occupancy_or_load,2w,passengers_or_tonnes,road,passenger,bev,all,yearly,national,['manually_inputted_data $ guess'],1,15.596000000000002,manually_inputted_data $ guess,1.1,manual,no_comment
16,2013,12_NZ,mileage,2w,km_per_stock,road,passenger,bev,all,yearly,national,['manually_inputted_data $ guess'],1,97500.0,manually_inputted_data $ guess,7500.0,single_datapoint,no_comment
17,2013,12_NZ,stocks,2w,stocks,road,passenger,bev,all,yearly,national,['ato  country_official_statistics $ iea_ev_explorer_no_data'],1,244.0,ato  country_official_statistics $ iea_ev_explorer_no_data,0.0,manual,no_comment
18,2013,12_NZ,average_age,2w,age,road,passenger,bev,all,yearly,national,['manually_inputted_data $ guess'],1,130.0,manually_inputted_data $ guess,10.0,single_datapoint,no_comment
19,2013,12_NZ,efficiency,2w,km_per_pj,road,passenger,bev,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,54043839758.12543,usa_alternative_fuels_data_center,2078609221.4663649,manual,no_comment
20,2014,12_NZ,occupancy_or_load,2w,passengers_or_tonnes,road,passenger,bev,all,yearly,national,['manually_inputted_data $ guess'],1,15.596000000000002,manually_inputted_data $ guess,1.1,manual,no_comment
21,2014,12_NZ,mileage,2w,km_per_stock,road,passenger,bev,all,yearly,national,['manually_inputted_data $ guess'],1,97500.0,manually_inputted_data $ guess,7500.0,single_datapoint,no_comment
