,date,economy,measure,vehicle_type,unit,medium,transport_type,drive,fuel,frequency,scope,potential_datapoints,num_datapoints,sum_of_values,dataset,value,dataset_selection_method,comment
0,2010,14_PE,new_vehicle_efficiency,2w,km_per_pj,road,passenger,bev,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,45230831149.18894,usa_alternative_fuels_data_center,1400685482.3174047,manual,no_comment
1,2011,14_PE,new_vehicle_efficiency,2w,km_per_pj,road,passenger,bev,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,45230831149.18894,usa_alternative_fuels_data_center,1400685482.3174047,manual,no_comment
2,2012,14_PE,new_vehicle_efficiency,2w,km_per_pj,road,passenger,bev,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,45230831149.18894,usa_alternative_fuels_data_center,1400685482.3174047,manual,no_comment
3,2013,14_PE,new_vehicle_efficiency,2w,km_per_pj,road,passenger,bev,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,45230831149.18894,usa_alternative_fuels_data_center,1400685482.3174047,manual,no_comment
4,2014,14_PE,new_vehicle_efficiency,2w,km_per_pj,road,passenger,bev,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,45230831149.18894,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,2078609221.46636,manual,usa_data
5,2015,14_PE,new_vehicle_efficiency,2w,km_per_pj,road,passenger,bev,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,45230831149.18894,usa_alternative_fuels_data_center,1400685482.3174047,manual,no_comment
6,2016,14_PE,new_vehicle_efficiency,2w,km_per_pj,road,passenger,bev,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,45230831149.18894,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,2078609221.46636,manual,usa_data
7,2017,14_PE,new_vehicle_efficiency,2w,km_per_pj,road,passenger,bev,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,45230831149.18894,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,2078609221.46636,manual,usa_data
8,2017,14_PE,activity,2w,passenger_km_or_freight_tonne_km,road,passenger,bev,all,yearly,national,['8th_-_new_vtypes_and_drives $ reference'],1,2758675.1938404,8th_-_new_vtypes_and_drives $ reference,2758675.1938404,single_datapoint,no_comment
9,2017,14_PE,energy,2w,pj,road,passenger,bev,all,yearly,national,['8th_-_new_vtypes_and_drives $ reference'],1,0.001143839406845,8th_-_new_vtypes_and_drives $ reference,0.001143839406845,single_datapoint,no_comment
10,2018,14_PE,new_vehicle_efficiency,2w,km_per_pj,road,passenger,bev,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,45230831149.18894,usa_alternative_fuels_data_center,1400685482.3174047,manual,no_comment
11,2019,14_PE,new_vehicle_efficiency,2w,km_per_pj,road,passenger,bev,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,45230831149.18894,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,2078609221.46636,manual,usa_data
12,2020,14_PE,new_vehicle_efficiency,2w,km_per_pj,road,passenger,bev,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,45230831149.18894,usa_alternative_fuels_data_center,1400685482.3174047,manual,no_comment
13,2021,14_PE,new_vehicle_efficiency,2w,km_per_pj,road,passenger,bev,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,45230831149.18894,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,2078609221.46636,manual,usa_data
14,2022,14_PE,new_vehicle_efficiency,2w,km_per_pj,road,passenger,bev,all,yearly,national,"['manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center', 'usa_alternative_fuels_data_center']",2,45230831149.18894,usa_alternative_fuels_data_center,1400685482.3174047,manual,no_comment
