,vehicle_type,drive,transport_type,economy,date,medium,measure,dataset,unit,fuel,comment,scope,frequency,value
186,all,all,freight,19_THA,1996,air,activity,ato $ world_bank_(wb),passenger_km_or_freight_tonne_km,all,no_comment,national,yearly,1348199951.1719
187,all,all,freight,19_THA,1997,air,activity,ato $ world_bank_(wb),passenger_km_or_freight_tonne_km,all,no_comment,national,yearly,1628300048.8281
188,all,all,freight,19_THA,1998,air,activity,ato $ world_bank_(wb),passenger_km_or_freight_tonne_km,all,no_comment,national,yearly,1522199951.1719
189,all,all,freight,19_THA,1999,air,activity,ato $ world_bank_(wb),passenger_km_or_freight_tonne_km,all,no_comment,national,yearly,1670599975.5859
190,all,all,freight,19_THA,2000,air,activity,ato $ world_bank_(wb),passenger_km_or_freight_tonne_km,all,no_comment,national,yearly,1712880000.0
191,all,all,freight,19_THA,2001,air,activity,ato $ world_bank_(wb),passenger_km_or_freight_tonne_km,all,no_comment,national,yearly,1669242000.0
192,all,all,freight,19_THA,2002,air,activity,ato $ world_bank_(wb),passenger_km_or_freight_tonne_km,all,no_comment,national,yearly,1823591000.0
193,all,all,freight,19_THA,2003,air,activity,ato $ world_bank_(wb),passenger_km_or_freight_tonne_km,all,no_comment,national,yearly,1764122000.0
194,all,all,freight,19_THA,2004,air,activity,ato $ world_bank_(wb),passenger_km_or_freight_tonne_km,all,no_comment,national,yearly,1868578000.0
195,all,all,freight,19_THA,2005,air,activity,ato $ world_bank_(wb),passenger_km_or_freight_tonne_km,all,no_comment,national,yearly,2002424000.0
196,all,all,freight,19_THA,2006,air,activity,ato $ world_bank_(wb),passenger_km_or_freight_tonne_km,all,no_comment,national,yearly,2106870000.0
197,all,all,freight,19_THA,2007,air,activity,ato $ world_bank_(wb),passenger_km_or_freight_tonne_km,all,no_comment,national,yearly,2454554000.0
198,all,all,freight,19_THA,2008,air,activity,ato $ world_bank_(wb),passenger_km_or_freight_tonne_km,all,no_comment,national,yearly,2288961000.0
199,all,all,freight,19_THA,2009,air,activity,ato $ world_bank_(wb),passenger_km_or_freight_tonne_km,all,no_comment,national,yearly,2132553000.0
200,all,all,freight,19_THA,2010,air,activity,ato $ world_bank_(wb),passenger_km_or_freight_tonne_km,all,no_comment,national,yearly,2938670391.666
201,all,all,freight,19_THA,2011,air,activity,ato $ world_bank_(wb),passenger_km_or_freight_tonne_km,all,no_comment,national,yearly,2870788882.91064
202,all,all,freight,19_THA,2012,air,activity,ato $ world_bank_(wb),passenger_km_or_freight_tonne_km,all,no_comment,national,yearly,2758438836.09572
203,all,all,freight,19_THA,2013,air,activity,ato $ world_bank_(wb),passenger_km_or_freight_tonne_km,all,no_comment,national,yearly,2640367634.0
204,all,all,freight,19_THA,2014,air,activity,ato $ world_bank_(wb),passenger_km_or_freight_tonne_km,all,no_comment,national,yearly,2524646670.0
205,all,all,freight,19_THA,2015,air,activity,ato $ world_bank_(wb),passenger_km_or_freight_tonne_km,all,no_comment,national,yearly,2136728479.39514
206,all,all,freight,19_THA,2016,air,activity,ato $ world_bank_(wb),passenger_km_or_freight_tonne_km,all,no_comment,national,yearly,2160069653.102
207,all,all,freight,19_THA,2017,air,activity,ato $ world_bank_(wb),passenger_km_or_freight_tonne_km,all,no_comment,national,yearly,2511891367.964
208,all,all,freight,19_THA,2018,air,activity,ato $ world_bank_(wb),passenger_km_or_freight_tonne_km,all,no_comment,national,yearly,2666263256.0
209,all,all,freight,19_THA,2019,air,activity,ato $ world_bank_(wb),passenger_km_or_freight_tonne_km,all,no_comment,national,yearly,2327667095.0
210,all,all,freight,19_THA,2020,air,activity,ato $ world_bank_(wb),passenger_km_or_freight_tonne_km,all,no_comment,national,yearly,684208676.0
211,all,all,freight,19_THA,2004,air,activity,ato $ country_official_statistics,passenger_km_or_freight_tonne_km,all,no_comment,national,yearly,30998000000.0
212,all,all,freight,19_THA,2005,air,activity,ato $ country_official_statistics,passenger_km_or_freight_tonne_km,all,no_comment,national,yearly,34795000000.0
213,all,all,freight,19_THA,2006,air,activity,ato $ country_official_statistics,passenger_km_or_freight_tonne_km,all,no_comment,national,yearly,40537000000.0
214,all,all,freight,19_THA,2007,air,activity,ato $ country_official_statistics,passenger_km_or_freight_tonne_km,all,no_comment,national,yearly,27281000000.0
215,all,all,freight,19_THA,2008,air,activity,ato $ country_official_statistics,passenger_km_or_freight_tonne_km,all,no_comment,national,yearly,19071000000.0
216,all,all,freight,19_THA,2009,air,activity,ato $ country_official_statistics,passenger_km_or_freight_tonne_km,all,no_comment,national,yearly,22388000000.0
217,all,all,freight,19_THA,2010,air,activity,ato $ country_official_statistics,passenger_km_or_freight_tonne_km,all,no_comment,national,yearly,29309000000.0
218,all,all,freight,19_THA,2011,air,activity,ato $ country_official_statistics,passenger_km_or_freight_tonne_km,all,no_comment,national,yearly,35903000000.0
219,all,all,freight,19_THA,2012,air,activity,ato $ country_official_statistics,passenger_km_or_freight_tonne_km,all,no_comment,national,yearly,34634000000.0
220,all,all,freight,19_THA,2013,air,activity,ato $ country_official_statistics,passenger_km_or_freight_tonne_km,all,no_comment,national,yearly,23764000000.0
221,all,all,freight,19_THA,2014,air,activity,ato $ country_official_statistics,passenger_km_or_freight_tonne_km,all,no_comment,national,yearly,25337000000.0
222,all,all,freight,19_THA,2015,air,activity,ato $ country_official_statistics,passenger_km_or_freight_tonne_km,all,no_comment,national,yearly,27221000000.0
223,all,all,freight,19_THA,2016,air,activity,ato $ country_official_statistics,passenger_km_or_freight_tonne_km,all,no_comment,national,yearly,31992000000.0
224,all,all,freight,19_THA,2017,air,activity,ato $ country_official_statistics,passenger_km_or_freight_tonne_km,all,no_comment,national,yearly,36023000000.0
225,all,all,freight,19_THA,2018,air,activity,ato $ country_official_statistics,passenger_km_or_freight_tonne_km,all,no_comment,national,yearly,34790000000.0
226,all,all,freight,19_THA,2019,air,activity,ato $ country_official_statistics,passenger_km_or_freight_tonne_km,all,no_comment,national,yearly,24232000000.0
227,all,all,freight,19_THA,2018,air,activity,"ato $ un_statistics_division,_itf",passenger_km_or_freight_tonne_km,all,no_comment,"national,_international",yearly,2666263256.0
228,all,all,freight,19_THA,2014,rail_road,activity,ato $ country_official_statistics,passenger_km_or_freight_tonne_km,all,no_comment,national,yearly,189624930000.0
229,all,all,freight,19_THA,2015,rail_road,activity,ato $ country_official_statistics,passenger_km_or_freight_tonne_km,all,no_comment,national,yearly,196456330000.0
230,all,all,freight,19_THA,2016,rail_road,activity,ato $ country_official_statistics,passenger_km_or_freight_tonne_km,all,no_comment,national,yearly,191756550000.0
231,all,all,freight,19_THA,2017,rail_road,activity,ato $ country_official_statistics,passenger_km_or_freight_tonne_km,all,no_comment,national,yearly,194459140000.0
232,all,all,freight,19_THA,2018,rail_road,activity,ato $ country_official_statistics,passenger_km_or_freight_tonne_km,all,no_comment,national,yearly,194844130000.0
233,2w,all,combined,19_THA,2014,road,sales,ato $ country_official_statistics,stocks,all,no_comment,national,yearly,1269737.0
234,2w,all,combined,19_THA,2015,road,sales,ato $ country_official_statistics,stocks,all,no_comment,national,yearly,1639088.0
235,2w,all,combined,19_THA,2016,road,sales,ato $ country_official_statistics,stocks,all,no_comment,national,yearly,1738231.0
236,2w,all,combined,19_THA,2017,road,sales,ato $ country_official_statistics,stocks,all,no_comment,national,yearly,1699991.0
237,2w,all,combined,19_THA,2018,road,sales,ato $ country_official_statistics,stocks,all,no_comment,national,yearly,1788323.0
238,2w,all,combined,19_THA,2019,road,sales,ato $ country_official_statistics,stocks,all,no_comment,national,yearly,1718587.0
239,2w,all,combined,19_THA,2020,road,sales,ato $ country_official_statistics,stocks,all,no_comment,national,yearly,1718587.0
240,lpv,all,passenger,19_THA,2005,road,sales,ato $ oica,stocks,all,no_comment,national,yearly,178291.0
241,lpv,all,passenger,19_THA,2006,road,sales,ato $ oica,stocks,all,no_comment,national,yearly,184544.0
242,lpv,all,passenger,19_THA,2007,road,sales,ato $ oica,stocks,all,no_comment,national,yearly,172321.0
243,lpv,all,passenger,19_THA,2008,road,sales,ato $ oica,stocks,all,no_comment,national,yearly,226805.0
244,lpv,all,passenger,19_THA,2009,road,sales,ato $ oica,stocks,all,no_comment,national,yearly,230037.0
245,lpv,all,passenger,19_THA,2010,road,sales,ato $ oica,stocks,all,no_comment,national,yearly,346644.0
246,lpv,all,passenger,19_THA,2011,road,sales,ato $ oica,stocks,all,no_comment,national,yearly,360441.0
247,lpv,all,passenger,19_THA,2012,road,sales,ato $ oica,stocks,all,no_comment,national,yearly,660214.0
248,lpv,all,passenger,19_THA,2013,road,sales,ato $ oica,stocks,all,no_comment,national,yearly,663746.0
249,lpv,all,passenger,19_THA,2014,road,sales,ato $ oica,stocks,all,no_comment,national,yearly,411402.0
250,lpv,all,passenger,19_THA,2015,road,sales,ato $ oica,stocks,all,no_comment,national,yearly,356063.0
251,lpv,all,passenger,19_THA,2016,road,sales,ato $ oica,stocks,all,no_comment,national,yearly,328053.0
252,lpv,all,passenger,19_THA,2017,road,sales,ato $ oica,stocks,all,no_comment,national,yearly,665871.0
253,lpv,all,passenger,19_THA,2018,road,sales,ato $ oica,stocks,all,no_comment,national,yearly,481646.0
254,lpv,all,passenger,19_THA,2019,road,sales,ato $ oica,stocks,all,no_comment,national,yearly,468638.0
255,lpv,all,passenger,19_THA,2020,road,sales,ato $ oica,stocks,all,no_comment,national,yearly,343494.0
256,lpv,all,passenger,19_THA,2021,road,sales,ato $ oica,stocks,all,no_comment,national,yearly,312200.0
257,lpv,all,passenger,19_THA,2005,road,sales,ato $ carsalesbase,stocks,all,no_comment,national,yearly,692506.0
258,lpv,all,passenger,19_THA,2006,road,sales,ato $ carsalesbase,stocks,all,no_comment,national,yearly,652333.0
259,lpv,all,passenger,19_THA,2007,road,sales,ato $ carsalesbase,stocks,all,no_comment,national,yearly,608208.0
260,lpv,all,passenger,19_THA,2008,road,sales,ato $ carsalesbase,stocks,all,no_comment,national,yearly,597181.0
261,lpv,all,passenger,19_THA,2009,road,sales,ato $ carsalesbase,stocks,all,no_comment,national,yearly,539411.0
262,lpv,all,passenger,19_THA,2010,road,sales,ato $ carsalesbase,stocks,all,no_comment,national,yearly,533238.0
263,lpv,all,passenger,19_THA,2011,road,sales,ato $ carsalesbase,stocks,all,no_comment,national,yearly,794081.0
264,lpv,all,passenger,19_THA,2012,road,sales,ato $ carsalesbase,stocks,all,no_comment,national,yearly,1421881.0
265,lpv,all,passenger,19_THA,2013,road,sales,ato $ carsalesbase,stocks,all,no_comment,national,yearly,1264126.0
266,lpv,all,passenger,19_THA,2014,road,sales,ato $ carsalesbase,stocks,all,no_comment,national,yearly,830193.0
267,lpv,all,passenger,19_THA,2015,road,sales,ato $ carsalesbase,stocks,all,no_comment,national,yearly,727797.0
268,lpv,all,passenger,19_THA,2016,road,sales,ato $ carsalesbase,stocks,all,no_comment,national,yearly,646256.0
269,lpv,all,passenger,19_THA,2017,road,sales,ato $ carsalesbase,stocks,all,no_comment,national,yearly,861280.0
270,lpv,all,passenger,19_THA,2018,road,sales,ato $ carsalesbase,stocks,all,no_comment,national,yearly,1047208.0
271,lpv,all,passenger,19_THA,2019,road,sales,ato $ carsalesbase,stocks,all,no_comment,national,yearly,1050577.0
272,lpv,all,passenger,19_THA,2020,road,sales,ato $ carsalesbase,stocks,all,no_comment,national,yearly,760231.0
273,all,all,combined,19_THA,2005,road,sales,"ato $ oica,_country_official_statistics",stocks,all,no_comment,national,yearly,692506.0
274,all,all,combined,19_THA,2006,road,sales,"ato $ oica,_country_official_statistics",stocks,all,no_comment,national,yearly,674953.0
275,all,all,combined,19_THA,2007,road,sales,"ato $ oica,_country_official_statistics",stocks,all,no_comment,national,yearly,631181.0
276,all,all,combined,19_THA,2008,road,sales,"ato $ oica,_country_official_statistics",stocks,all,no_comment,national,yearly,615270.0
277,all,all,combined,19_THA,2009,road,sales,"ato $ oica,_country_official_statistics",stocks,all,no_comment,national,yearly,548870.0
278,all,all,combined,19_THA,2010,road,sales,"ato $ oica,_country_official_statistics",stocks,all,no_comment,national,yearly,800357.0
279,all,all,combined,19_THA,2011,road,sales,"ato $ oica,_country_official_statistics",stocks,all,no_comment,national,yearly,794081.0
280,all,all,combined,19_THA,2012,road,sales,"ato $ oica,_country_official_statistics",stocks,all,no_comment,national,yearly,1423580.0
281,all,all,combined,19_THA,2013,road,sales,"ato $ oica,_country_official_statistics",stocks,all,no_comment,national,yearly,1330672.0
282,all,all,combined,19_THA,2014,road,sales,"ato $ oica,_country_official_statistics",stocks,all,no_comment,national,yearly,2151569.0
283,all,all,combined,19_THA,2015,road,sales,"ato $ oica,_country_official_statistics",stocks,all,no_comment,national,yearly,2438720.0
284,all,all,combined,19_THA,2016,road,sales,"ato $ oica,_country_official_statistics",stocks,all,no_comment,national,yearly,2507019.0
285,all,all,combined,19_THA,2017,road,sales,"ato $ oica,_country_official_statistics",stocks,all,no_comment,national,yearly,2706053.0
286,all,all,combined,19_THA,2018,road,sales,"ato $ oica,_country_official_statistics",stocks,all,no_comment,national,yearly,2830062.0
287,all,all,combined,19_THA,2019,road,sales,"ato $ oica,_country_official_statistics",stocks,all,no_comment,national,yearly,2726139.0
288,all,all,combined,19_THA,2020,road,sales,"ato $ oica,_country_official_statistics",stocks,all,no_comment,national,yearly,1718587.0
289,all,all,freight,19_THA,2005,road,sales,ato $ oica,stocks,all,no_comment,national,yearly,514215.0
290,all,all,freight,19_THA,2006,road,sales,ato $ oica,stocks,all,no_comment,national,yearly,490409.0
291,all,all,freight,19_THA,2007,road,sales,ato $ oica,stocks,all,no_comment,national,yearly,458860.0
292,all,all,freight,19_THA,2008,road,sales,ato $ oica,stocks,all,no_comment,national,yearly,388465.0
293,all,all,freight,19_THA,2009,road,sales,ato $ oica,stocks,all,no_comment,national,yearly,318833.0
294,all,all,freight,19_THA,2010,road,sales,ato $ oica,stocks,all,no_comment,national,yearly,453713.0
295,all,all,freight,19_THA,2011,road,sales,ato $ oica,stocks,all,no_comment,national,yearly,433640.0
296,all,all,freight,19_THA,2012,road,sales,ato $ oica,stocks,all,no_comment,national,yearly,763366.0
297,all,all,freight,19_THA,2013,road,sales,ato $ oica,stocks,all,no_comment,national,yearly,666926.0
298,all,all,freight,19_THA,2014,road,sales,ato $ oica,stocks,all,no_comment,national,yearly,470430.0
299,all,all,freight,19_THA,2015,road,sales,ato $ oica,stocks,all,no_comment,national,yearly,443569.0
300,all,all,freight,19_THA,2016,road,sales,ato $ oica,stocks,all,no_comment,national,yearly,440735.0
301,all,all,freight,19_THA,2017,road,sales,ato $ oica,stocks,all,no_comment,national,yearly,340191.0
302,all,all,freight,19_THA,2018,road,sales,ato $ oica,stocks,all,no_comment,national,yearly,560093.0
303,all,all,freight,19_THA,2019,road,sales,ato $ oica,stocks,all,no_comment,national,yearly,538914.0
304,all,all,freight,19_THA,2020,road,sales,ato $ oica,stocks,all,no_comment,national,yearly,448652.0
305,2w,all,passenger,19_THA,1990,road,stocks,ato $ country_official_statistics,stocks,all,no_comment,national,yearly,4778220.0
306,2w,all,passenger,19_THA,1991,road,stocks,ato $ country_official_statistics,stocks,all,no_comment,national,yearly,5521391.0
