,date,vehicle_type,measure,transport_type,frequency,medium,unit,fuel,economy,scope,comment,dataset,drive,value
21,2007,all,stocks,combined,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
22,2008,all,stocks,combined,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
23,2009,all,stocks,combined,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
24,2010,all,stocks,combined,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
25,2011,all,stocks,combined,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
26,2012,all,stocks,combined,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
27,2013,all,stocks,combined,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
28,2014,all,stocks,combined,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
29,2015,all,stocks,combined,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
30,2016,all,stocks,combined,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
31,2017,all,stocks,combined,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
32,2018,all,stocks,combined,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
33,2019,all,stocks,combined,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
34,2020,all,stocks,combined,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
35,2017,all,stocks,freight,yearly,air,stocks,all,05_PRC,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
36,2017,all,stocks,freight,yearly,air,stocks,all,11_MEX,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
37,2017,all,stocks,passenger,yearly,air,stocks,all,05_PRC,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
38,2017,all,stocks,passenger,yearly,air,stocks,all,11_MEX,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
39,2017,all,stocks,freight,yearly,rail,stocks,all,05_PRC,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
40,2017,all,stocks,freight,yearly,rail,stocks,all,11_MEX,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
41,2017,all,stocks,passenger,yearly,rail,stocks,all,05_PRC,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
42,2017,all,stocks,passenger,yearly,rail,stocks,all,11_MEX,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
43,2017,all,stocks,freight,yearly,ship,stocks,all,05_PRC,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
44,2017,all,stocks,freight,yearly,ship,stocks,all,11_MEX,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
45,2017,all,stocks,passenger,yearly,ship,stocks,all,05_PRC,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
46,2017,all,stocks,passenger,yearly,ship,stocks,all,11_MEX,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
47,2017,lcv,stocks,freight,yearly,road,stocks,all,05_PRC,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer  historical,bev,12878.920216506907
48,2017,lcv,stocks,freight,yearly,road,stocks,all,11_MEX,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
49,2017,2w,stocks,passenger,yearly,road,stocks,all,05_PRC,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
50,2017,2w,stocks,passenger,yearly,road,stocks,all,11_MEX,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
51,2017,bus,stocks,passenger,yearly,road,stocks,all,05_PRC,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer  historical,bev,43711.32387096769
52,2017,bus,stocks,passenger,yearly,road,stocks,all,11_MEX,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
53,2005,bus,stocks,passenger,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
54,2006,bus,stocks,passenger,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
55,2007,bus,stocks,passenger,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
56,2008,bus,stocks,passenger,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
57,2009,bus,stocks,passenger,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
58,2010,bus,stocks,passenger,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer  historical,phev,0.0
59,2011,bus,stocks,passenger,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer  historical,phev,102.89202031255326
60,2012,bus,stocks,passenger,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer  historical,phev,402.9000160097047
61,2013,bus,stocks,passenger,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer  historical,phev,1371.3888248775393
62,2014,bus,stocks,passenger,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer  historical,phev,4589.666235008483
63,2015,bus,stocks,passenger,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer  historical,phev,10529.291666666591
64,2016,bus,stocks,passenger,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer  historical,phev,13087.806516608101
65,2017,bus,stocks,passenger,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer  historical,phev,13464.580645161232
66,2018,bus,stocks,passenger,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer  historical,phev,32391.9868672729
67,2019,bus,stocks,passenger,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer  historical,phev,34745.066162570816
68,2020,bus,stocks,passenger,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer  historical,phev,35024.2754919498
69,1990,all,stocks,combined,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
70,1995,all,stocks,combined,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
71,2000,all,stocks,combined,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
72,2005,all,stocks,combined,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
73,2006,all,stocks,combined,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
74,2007,all,stocks,combined,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
75,2008,all,stocks,combined,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
76,2009,all,stocks,combined,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
77,2010,all,stocks,combined,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
78,2011,all,stocks,combined,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
79,2012,all,stocks,combined,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
80,2013,all,stocks,combined,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
81,2014,all,stocks,combined,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
82,2015,all,stocks,combined,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
83,2016,all,stocks,combined,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
84,2017,all,stocks,combined,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
85,2018,all,stocks,combined,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
86,2019,all,stocks,combined,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
87,2020,all,stocks,combined,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
88,2017,all,stocks,freight,yearly,air,stocks,all,05_PRC,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
89,2017,all,stocks,freight,yearly,air,stocks,all,11_MEX,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
90,2017,all,stocks,passenger,yearly,air,stocks,all,05_PRC,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
91,2017,all,stocks,passenger,yearly,air,stocks,all,11_MEX,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
92,2017,all,stocks,freight,yearly,rail,stocks,all,05_PRC,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
93,2017,all,stocks,freight,yearly,rail,stocks,all,11_MEX,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
94,2017,all,stocks,passenger,yearly,rail,stocks,all,05_PRC,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
95,2017,all,stocks,passenger,yearly,rail,stocks,all,11_MEX,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
96,2017,all,stocks,freight,yearly,ship,stocks,all,05_PRC,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
97,2017,all,stocks,freight,yearly,ship,stocks,all,11_MEX,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
98,2017,all,stocks,passenger,yearly,ship,stocks,all,05_PRC,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
99,2017,all,stocks,passenger,yearly,ship,stocks,all,11_MEX,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
100,2017,lcv,stocks,freight,yearly,road,stocks,all,05_PRC,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer  historical,phev,1.8245136973384923
101,2017,lcv,stocks,freight,yearly,road,stocks,all,11_MEX,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
102,2017,2w,stocks,passenger,yearly,road,stocks,all,05_PRC,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
103,2017,2w,stocks,passenger,yearly,road,stocks,all,11_MEX,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
104,2017,bus,stocks,passenger,yearly,road,stocks,all,05_PRC,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer  historical,phev,4683.356129032238
105,2017,bus,stocks,passenger,yearly,road,stocks,all,11_MEX,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
106,2005,bus,stocks,passenger,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,2137800.0
107,2006,bus,stocks,passenger,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,2243400.0
108,2007,bus,stocks,passenger,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,2343400.0
109,2008,bus,stocks,passenger,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,2435800.0
110,2009,bus,stocks,passenger,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,2537500.0
111,2010,bus,stocks,passenger,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer  historical,ice,2623839.951989047
112,2011,bus,stocks,passenger,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer  historical,ice,2736760.4999591783
113,2012,bus,stocks,passenger,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer  historical,ice,2595201.3498450816
114,2013,bus,stocks,passenger,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer  historical,ice,2478685.879896343
115,2014,bus,stocks,passenger,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer  historical,ice,2500089.779339969
116,2015,bus,stocks,passenger,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer  historical,ice,2239867.5
117,2016,bus,stocks,passenger,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer  historical,ice,2199664.495615959
118,2017,bus,stocks,passenger,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer  historical,ice,2179766.0000000005
119,2018,bus,stocks,passenger,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer  historical,ice,2136292.1910839085
120,2019,bus,stocks,passenger,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer  historical,ice,2093940.0000000002
121,2020,bus,stocks,passenger,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer  historical,ice,2005170.0000000002
122,1990,all,stocks,combined,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,3684800.0
123,1995,all,stocks,combined,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,5854299.999999999
124,2000,all,stocks,combined,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,7163200.000000001
125,2005,all,stocks,combined,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,30880000.0
126,2006,all,stocks,combined,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,36058700.0
127,2007,all,stocks,combined,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,42500500.0
128,2008,all,stocks,combined,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,49649800.0
129,2009,all,stocks,combined,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,62136900.0
130,2010,all,stocks,combined,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,77216700.0
131,2011,all,stocks,combined,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,92663600.0
132,2012,all,stocks,combined,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,108377600.0
133,2013,all,stocks,combined,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,125723900.0
134,2014,all,stocks,combined,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,144521600.0
135,2015,all,stocks,combined,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,161614900.0
136,2016,all,stocks,combined,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,184501300.0
137,2017,all,stocks,combined,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,208083900.0
138,2018,all,stocks,combined,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,231232300.0
139,2019,all,stocks,combined,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,252571200.0
140,2020,all,stocks,combined,yearly,road,stocks,all,05_PRC,national,no_comment,ato  country_official_statistics $ iea_ev_explorer_no_data,ice,272088300.0
141,2017,all,stocks,freight,yearly,air,stocks,all,05_PRC,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,ice,0.0
142,2017,all,stocks,freight,yearly,air,stocks,all,11_MEX,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,ice,0.0
143,2017,all,stocks,passenger,yearly,air,stocks,all,05_PRC,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,ice,0.0
144,2017,all,stocks,passenger,yearly,air,stocks,all,11_MEX,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,ice,0.0
145,2017,all,stocks,freight,yearly,rail,stocks,all,05_PRC,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,ice,0.0
146,2017,all,stocks,freight,yearly,rail,stocks,all,11_MEX,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,ice,0.0
147,2017,all,stocks,passenger,yearly,rail,stocks,all,05_PRC,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,ice,0.0
148,2017,all,stocks,passenger,yearly,rail,stocks,all,11_MEX,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,ice,0.0
149,2017,all,stocks,freight,yearly,ship,stocks,all,05_PRC,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,ice,0.0
150,2017,all,stocks,freight,yearly,ship,stocks,all,11_MEX,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,ice,0.0
151,2017,all,stocks,passenger,yearly,ship,stocks,all,05_PRC,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,ice,0.0
152,2017,all,stocks,passenger,yearly,ship,stocks,all,11_MEX,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,ice,0.0
153,2017,lcv,stocks,freight,yearly,road,stocks,all,05_PRC,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer  historical,ice,1450840.255269796
154,2017,lcv,stocks,freight,yearly,road,stocks,all,11_MEX,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,ice,1002556.0
155,2017,2w,stocks,passenger,yearly,road,stocks,all,05_PRC,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,ice,116354842.0
156,2017,2w,stocks,passenger,yearly,road,stocks,all,11_MEX,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,ice,2734933.0
157,2017,bus,stocks,passenger,yearly,road,stocks,all,05_PRC,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer  historical,ice,758183.3200000002
158,2017,bus,stocks,passenger,yearly,road,stocks,all,11_MEX,national,no_comment,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,ice,361535.0
159,2020,lcv,stocks,freight,yearly,road,stocks,all,05_PRC,national,no_comment,bug_fix_china_ato_based,ice_g,10044986.46
160,2020,lcv,stocks,freight,yearly,road,stocks,all,05_PRC,national,no_comment,bug_fix_china_ato_based,ice_d,10044986.46
161,2020,ht,stocks,freight,yearly,road,stocks,all,05_PRC,national,no_comment,bug_fix_china_ato_based,ice_g,0.0
162,2020,ht,stocks,freight,yearly,road,stocks,all,05_PRC,national,no_comment,bug_fix_china_ato_based,ice_d,6217399.745
163,2020,mt,stocks,freight,yearly,road,stocks,all,05_PRC,national,no_comment,bug_fix_china_ato_based,ice_g,126998.9119
164,2020,mt,stocks,freight,yearly,road,stocks,all,05_PRC,national,no_comment,bug_fix_china_ato_based,ice_d,3992028.419
165,2018,all,activity,passenger,yearly,rail,passenger_km_or_freight_tonne_km,all,05_PRC,national,no_comment,"ato $ un_statistics_division,_itf",all,1319895190244.9202
166,1995,all,activity,passenger,yearly,rail,passenger_km_or_freight_tonne_km,all,05_PRC,national,no_comment,ato $ international_union_of_railways_(uic),all,354261000000.0
167,1996,all,activity,passenger,yearly,rail,passenger_km_or_freight_tonne_km,all,05_PRC,national,no_comment,ato $ international_union_of_railways_(uic),all,332202000000.0
168,1997,all,activity,passenger,yearly,rail,passenger_km_or_freight_tonne_km,all,05_PRC,national,no_comment,ato $ international_union_of_railways_(uic),all,354353000000.0
169,1998,all,activity,passenger,yearly,rail,passenger_km_or_freight_tonne_km,all,05_PRC,national,no_comment,ato $ international_union_of_railways_(uic),all,369097000000.0
170,1999,all,activity,passenger,yearly,rail,passenger_km_or_freight_tonne_km,all,05_PRC,national,no_comment,ato $ international_union_of_railways_(uic),all,404627000000.0
171,2000,all,activity,passenger,yearly,rail,passenger_km_or_freight_tonne_km,all,05_PRC,national,no_comment,ato $ international_union_of_railways_(uic),all,441468000000.0
172,2001,all,activity,passenger,yearly,rail,passenger_km_or_freight_tonne_km,all,05_PRC,national,no_comment,ato $ international_union_of_railways_(uic),all,463655000000.0
173,2002,all,activity,passenger,yearly,rail,passenger_km_or_freight_tonne_km,all,05_PRC,national,no_comment,ato $ international_union_of_railways_(uic),all,480305000000.0
174,2003,all,activity,passenger,yearly,rail,passenger_km_or_freight_tonne_km,all,05_PRC,national,no_comment,ato $ international_union_of_railways_(uic),all,462279000000.0
175,2004,all,activity,passenger,yearly,rail,passenger_km_or_freight_tonne_km,all,05_PRC,national,no_comment,ato $ international_union_of_railways_(uic),all,551196000000.0
176,2005,all,activity,passenger,yearly,rail,passenger_km_or_freight_tonne_km,all,05_PRC,national,no_comment,ato $ international_union_of_railways_(uic),all,583320000000.0
177,2006,all,activity,passenger,yearly,rail,passenger_km_or_freight_tonne_km,all,05_PRC,national,no_comment,ato $ international_union_of_railways_(uic),all,635327000000.0
178,2007,all,activity,passenger,yearly,rail,passenger_km_or_freight_tonne_km,all,05_PRC,national,no_comment,ato $ international_union_of_railways_(uic),all,689618000000.0
179,2008,all,activity,passenger,yearly,rail,passenger_km_or_freight_tonne_km,all,05_PRC,national,no_comment,ato $ international_union_of_railways_(uic),all,777860000000.0
180,2009,all,activity,passenger,yearly,rail,passenger_km_or_freight_tonne_km,all,05_PRC,national,no_comment,ato $ international_union_of_railways_(uic),all,787890000000.0
181,2010,all,activity,passenger,yearly,rail,passenger_km_or_freight_tonne_km,all,05_PRC,national,no_comment,ato $ international_union_of_railways_(uic),all,791158000000.0
182,2011,all,activity,passenger,yearly,rail,passenger_km_or_freight_tonne_km,all,05_PRC,national,no_comment,ato $ international_union_of_railways_(uic),all,815699000000.0
183,2012,all,activity,passenger,yearly,rail,passenger_km_or_freight_tonne_km,all,05_PRC,national,no_comment,ato $ international_union_of_railways_(uic),all,795639000000.0
184,2013,all,activity,passenger,yearly,rail,passenger_km_or_freight_tonne_km,all,05_PRC,national,no_comment,ato $ international_union_of_railways_(uic),all,794062000000.0
185,2014,all,activity,passenger,yearly,rail,passenger_km_or_freight_tonne_km,all,05_PRC,national,no_comment,ato $ international_union_of_railways_(uic),all,807065000000.0
186,2015,all,activity,passenger,yearly,rail,passenger_km_or_freight_tonne_km,all,05_PRC,national,no_comment,ato $ international_union_of_railways_(uic),all,723006000000.0
187,2016,all,activity,passenger,yearly,rail,passenger_km_or_freight_tonne_km,all,05_PRC,national,no_comment,ato $ international_union_of_railways_(uic),all,695955000000.0
188,2017,all,activity,passenger,yearly,rail,passenger_km_or_freight_tonne_km,all,05_PRC,national,no_comment,ato $ international_union_of_railways_(uic),all,685213000000.0
189,2018,all,activity,passenger,yearly,rail,passenger_km_or_freight_tonne_km,all,05_PRC,national,no_comment,ato $ international_union_of_railways_(uic),all,681203000000.0
190,2019,all,activity,passenger,yearly,rail,passenger_km_or_freight_tonne_km,all,05_PRC,national,no_comment,ato $ international_union_of_railways_(uic),all,663939000000.0
191,2020,all,activity,passenger,yearly,rail,passenger_km_or_freight_tonne_km,all,05_PRC,national,no_comment,ato $ international_union_of_railways_(uic),all,328251000000.0
192,1995,all,activity,passenger,yearly,rail,passenger_km_or_freight_tonne_km,all,05_PRC,national,no_comment,ato $ world_bank_(wb),all,354570000000.0
193,1996,all,activity,passenger,yearly,rail,passenger_km_or_freight_tonne_km,all,05_PRC,national,no_comment,ato $ world_bank_(wb),all,334760000000.0
194,1997,all,activity,passenger,yearly,rail,passenger_km_or_freight_tonne_km,all,05_PRC,national,no_comment,ato $ world_bank_(wb),all,358486000000.0
195,1998,all,activity,passenger,yearly,rail,passenger_km_or_freight_tonne_km,all,05_PRC,national,no_comment,ato $ world_bank_(wb),all,377342000000.0
196,1999,all,activity,passenger,yearly,rail,passenger_km_or_freight_tonne_km,all,05_PRC,national,no_comment,ato $ world_bank_(wb),all,413590000000.0
197,2000,all,activity,passenger,yearly,rail,passenger_km_or_freight_tonne_km,all,05_PRC,national,no_comment,ato $ world_bank_(wb),all,453259000000.0
198,2001,all,activity,passenger,yearly,rail,passenger_km_or_freight_tonne_km,all,05_PRC,national,no_comment,ato $ world_bank_(wb),all,476682000000.0
199,2002,all,activity,passenger,yearly,rail,passenger_km_or_freight_tonne_km,all,05_PRC,national,no_comment,ato $ world_bank_(wb),all,496940000000.0
200,2003,all,activity,passenger,yearly,rail,passenger_km_or_freight_tonne_km,all,05_PRC,national,no_comment,ato $ world_bank_(wb),all,478861000000.0
